,Name,Position,Year,Week,Rank,Team,Standard Pts,Pass_Att,Pass_Cmp,Pass_Yds,Pass_TD,Int,Pass_2Pt,Rush_Att,Rush_Yds,Rush_TD,Rush_2Pt,Rec,Rec_Yds,Rec_TD,Rec_2Pt,FL,FL_TD,Half PPR Pts,PPR Pts,XPA,XPM,FGA,FGM,50_Plus,DST_Sack,DST_Int,DST_Saf,DST_FR,DST_Blk,DST_TD,DST_PA,DST_Pass_Yds,DST_Rush_Yds,DST_Tot_Yds
10,Ryan Tannehill,QB,2022,1,11,TEN,22.0,33,20,266,2,0,0,2,7,0,0,0,0,0,0,0,0,22.0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,Daniel Jones,QB,2022,1,12,NYG,20.0,21,17,188,2,1,1,6,25,0,0,0,0,0,0,1,0,20.0,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,Marcus Mariota,QB,2022,1,13,ATL,20.0,33,20,215,0,0,0,12,72,1,0,0,0,0,0,1,0,20.0,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,Davis Mills,QB,2022,1,14,HOU,20.0,37,23,240,2,0,0,2,-1,0,0,0,0,0,0,1,0,20.0,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,Geno Smith,QB,2022,1,15,SEA,20.0,28,23,195,2,0,0,6,14,0,0,0,0,0,0,0,0,20.0,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,Baker Mayfield,QB,2022,1,16,CLE,19.0,27,16,235,1,1,0,5,6,1,0,0,0,0,0,0,0,19.0,19.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,Russell Wilson,QB,2022,1,17,DEN,19.0,42,29,340,1,0,0,1,2,0,0,0,0,0,0,0,0,19.0,19.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,Jared Goff,QB,2022,1,18,DET,18.0,37,21,215,2,1,0,2,9,0,0,0,0,0,0,0,0,18.0,18.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,Matt Ryan,QB,2022,1,19,IND,18.0,50,32,352,1,1,0,4,12,0,0,0,0,0,0,1,0,18.0,18.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,Derek Carr,QB,2022,1,20,LV,17.0,37,22,295,2,3,0,0,0,0,0,0,0,0,0,0,0,17.0,17.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,Justin Fields,QB,2022,1,21,CHI,16.0,17,8,121,2,1,0,11,28,0,0,0,0,0,0,0,0,16.0,16.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,Joe Flacco,QB,2022,1,22,NYJ,16.0,59,37,309,1,1,0,1,0,0,0,0,0,0,0,0,0,16.0,16.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,Tua Tagovailoa,QB,2022,1,23,MIA,16.0,33,23,270,1,0,0,2,0,0,0,0,0,0,0,0,0,16.0,16.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,Trevor Lawrence,QB,2022,1,24,JAX,15.0,42,24,275,1,1,0,2,4,0,0,0,0,0,0,0,0,15.0,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,Mitchell Trubisky,QB,2022,1,25,PIT,13.0,38,21,194,1,0,0,3,9,0,0,0,0,0,0,0,0,13.0,13.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,Tom Brady,QB,2022,1,26,TB,12.0,27,18,212,1,1,0,2,-1,0,0,0,0,0,0,0,0,12.0,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,Jacoby Brissett,QB,2022,1,27,CLE,12.0,34,18,147,1,0,0,4,10,0,0,0,0,0,0,0,0,12.0,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,Mac Jones,QB,2022,1,28,NE,11.0,30,21,213,1,1,0,2,0,0,0,0,0,0,0,1,0,11.0,11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,Trey Lance,QB,2022,1,29,SF,9.0,28,13,164,0,1,0,13,54,0,0,0,0,0,0,0,0,9.0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,Matthew Stafford,QB,2022,1,30,LA,9.0,41,29,240,1,3,0,1,2,0,0,0,0,0,0,0,0,9.0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,Dak Prescott,QB,2022,1,31,DAL,4.0,29,14,134,0,1,0,2,11,0,0,0,0,0,0,0,0,4.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,Aaron Rodgers,QB,2022,1,32,GB,4.0,34,22,195,0,1,0,1,-1,0,0,0,0,0,0,1,0,4.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,Jordan Love,QB,2022,1,33,GB,2.0,5,4,65,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,Trace McSorley,QB,2022,1,34,ARI,2.0,4,2,12,0,0,0,3,20,0,0,0,0,0,0,0,0,2.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,Cooper Rush,QB,2022,1,35,DAL,2.0,13,7,64,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,Jeff Driskel,QB,2022,1,36,HOU,0.0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,Saquon Barkley,RB,2022,1,1,NYG,33.0,0,0,0,0,0,0,18,164,1,0,6,30,0,1,0,0,36.0,39.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,Jonathan Taylor,RB,2022,1,2,IND,27.0,0,0,0,0,0,0,31,161,1,0,4,14,0,0,0,0,29.0,31.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,D'Andre Swift,RB,2022,1,3,DET,26.0,0,0,0,0,0,0,15,144,1,0,3,31,0,0,0,0,27.5,29.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,Clyde Edwards-Helaire,RB,2022,1,4,KC,22.0,0,0,0,0,0,0,7,42,0,0,3,32,2,0,0,0,23.5,25.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,Kareem Hunt,RB,2022,1,5,CLE,22.0,0,0,0,0,0,0,11,46,1,0,4,24,1,0,0,0,24.0,26.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,Cordarrelle Patterson,RB,2022,1,6,ATL,22.0,0,0,0,0,0,0,22,120,1,0,3,16,0,0,0,0,23.5,25.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,Dontrell Hilliard,RB,2022,1,7,TEN,21.0,0,0,0,0,0,0,2,8,0,0,3,61,2,0,0,0,22.5,24.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,Joe Mixon,RB,2022,1,8,CIN,21.0,0,0,0,0,0,0,27,82,0,0,7,63,0,0,0,0,24.5,28.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,Javonte Williams,RB,2022,1,9,DEN,20.0,0,0,0,0,0,0,7,43,0,0,11,65,0,0,1,0,25.5,31.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,AJ Dillon,RB,2022,1,10,GB,19.0,0,0,0,0,0,0,10,45,1,0,5,46,0,0,0,0,21.5,24.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,Antonio Gibson,RB,2022,1,11,WAS,19.0,0,0,0,0,0,0,14,58,0,0,7,72,0,0,0,0,22.5,26.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,James Robinson,RB,2022,1,12,JAX,19.0,0,0,0,0,0,0,11,66,1,0,1,3,1,0,0,0,19.5,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,Michael Carter,RB,2022,1,13,NYJ,17.0,0,0,0,0,0,0,10,60,0,0,7,40,0,0,0,0,20.5,24.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,Miles Sanders,RB,2022,1,14,PHI,17.0,0,0,0,0,0,0,13,96,1,0,2,9,0,0,0,0,18.0,19.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,Nick Chubb,RB,2022,1,15,CLE,15.0,0,0,0,0,0,0,22,141,0,0,1,2,0,0,0,0,15.5,16.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,James Conner,RB,2022,1,16,ARI,15.0,0,0,0,0,0,0,10,26,1,0,5,29,0,0,0,0,17.5,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,Leonard Fournette,RB,2022,1,17,TB,15.0,0,0,0,0,0,0,21,127,0,0,2,10,0,0,0,0,16.0,17.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,Christian McCaffrey,RB,2022,1,18,CLE,15.0,0,0,0,0,0,0,10,33,1,0,4,24,0,0,0,0,17.0,19.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,Jamaal Williams,RB,2022,1,19,DET,15.0,0,0,0,0,0,0,11,28,2,0,1,2,0,0,0,0,15.5,16.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,Dalvin Cook,RB,2022,1,20,MIN,13.0,0,0,0,0,0,0,20,90,0,0,3,18,0,0,0,0,14.5,16.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,Rex Burkhead,RB,2022,1,21,HOU,12.0,0,0,0,0,0,0,14,40,0,0,5,30,0,0,0,0,14.5,17.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,Isiah Pacheco,RB,2022,1,22,KC,12.0,0,0,0,0,0,0,12,62,1,0,0,0,0,0,0,0,12.0,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,Kenny Gainwell,RB,2022,1,23,PHI,11.0,0,0,0,0,0,0,5,20,1,0,2,12,0,0,0,0,12.0,13.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,Darrell Henderson,RB,2022,1,24,BUF,11.0,0,0,0,0,0,0,13,47,0,0,5,26,0,0,0,0,13.5,16.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,Khalil Herbert,RB,2022,1,25,CHI,11.0,0,0,0,0,0,0,9,45,1,0,1,-2,0,0,0,0,11.5,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,Nyheim Hines,RB,2022,1,26,IND,11.0,0,0,0,0,0,0,3,4,0,0,6,50,0,0,0,0,14.0,17.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,Brandon Bolden,RB,2022,1,27,LV,10.0,0,0,0,0,0,0,3,7,0,0,2,21,1,0,0,0,11.0,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,Chase Edmonds,RB,2022,1,28,NE,10.0,0,0,0,0,0,0,12,25,0,0,4,40,0,0,0,0,12.0,14.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,Austin Ekeler,RB,2022,1,29,LAC,10.0,0,0,0,0,0,0,14,36,0,0,4,36,0,0,0,0,12.0,14.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,Breece Hall,RB,2022,1,30,NYJ,10.0,0,0,0,0,0,0,6,23,0,0,6,38,0,0,1,0,13.0,16.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,Najee Harris,RB,2022,1,31,PIT,10.0,0,0,0,0,0,0,10,23,0,0,2,3,1,0,0,0,11.0,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,Aaron Jones,RB,2022,1,32,GB,9.0,0,0,0,0,0,0,5,49,0,0,3,27,0,0,0,0,10.5,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,Eno Benjamin,RB,2022,1,33,KC,8.0,0,0,0,0,0,0,4,28,0,0,3,33,0,0,0,0,9.5,11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,Derrick Henry,RB,2022,1,34,TEN,8.0,0,0,0,0,0,0,21,82,0,0,0,0,0,0,0,0,8.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,Alexander Horvath,RB,2022,1,35,LAC,8.0,0,0,0,0,0,0,1,2,0,0,2,6,1,0,0,0,9.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,Zack Moss,RB,2022,1,36,BUF,8.0,0,0,0,0,0,0,6,15,0,0,6,21,0,0,1,0,11.0,14.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,Rashaad Penny,RB,2022,1,37,SEA,8.0,0,0,0,0,0,0,12,60,0,0,2,7,0,0,0,0,9.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,Andrew Beck,RB,2022,1,38,DEN,7.0,0,0,0,0,0,0,0,0,0,0,2,52,0,0,0,0,8.0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,Travis Etienne,RB,2022,1,39,JAX,7.0,0,0,0,0,0,0,4,47,0,0,2,18,0,0,0,0,8.0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,Melvin Gordon,RB,2022,1,40,DEN,7.0,0,0,0,0,0,0,12,58,0,0,2,14,0,0,1,0,8.0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,Damien Harris,RB,2022,1,41,NE,7.0,0,0,0,0,0,0,9,48,0,0,2,10,0,0,0,0,8.0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,Josh Jacobs,RB,2022,1,42,LV,7.0,0,0,0,0,0,0,10,57,0,0,1,16,0,0,0,0,7.5,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,Jerick McKinnon,RB,2022,1,43,KC,7.0,0,0,0,0,0,0,4,22,0,0,3,27,0,0,0,0,8.5,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,J.D. McKissic,RB,2022,1,44,WAS,7.0,0,0,0,0,0,0,3,8,0,0,3,20,0,1,0,0,8.5,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,David Montgomery,RB,2022,1,45,CHI,7.0,0,0,0,0,0,0,17,26,0,0,3,24,0,0,0,0,8.5,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,Chris Myarick,RB,2022,1,46,NYG,7.0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,7.5,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,Boston Scott,RB,2022,1,47,PHI,7.0,0,0,0,0,0,0,4,10,1,0,0,0,0,0,0,0,7.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,Devin Singletary,RB,2022,1,48,BUF,7.0,0,0,0,0,0,0,8,48,0,0,2,14,0,0,0,0,8.0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,Ezekiel Elliott,RB,2022,1,49,DAL,6.0,0,0,0,0,0,0,10,52,0,0,1,-3,0,0,0,0,6.5,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,Alvin Kamara,RB,2022,1,50,NO,6.0,0,0,0,0,0,0,9,39,0,0,3,7,0,0,0,0,7.5,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,Samaje Perine,RB,2022,1,51,CIN,6.0,0,0,0,0,0,0,1,4,0,0,3,33,0,0,0,0,7.5,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,Kenyan Drake,RB,2022,1,52,BAL,5.0,0,0,0,0,0,0,11,31,0,0,1,15,0,0,0,0,5.5,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,Joshua Kelley,RB,2022,1,53,LAC,5.0,0,0,0,0,0,0,4,21,0,0,2,14,0,0,0,0,6.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,Elijah Mitchell,RB,2022,1,54,SF,4.0,0,0,0,0,0,0,6,41,0,0,0,0,0,0,0,0,4.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,Dameon Pierce,RB,2022,1,55,HOU,4.0,0,0,0,0,0,0,11,33,0,0,1,6,0,0,0,0,4.5,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,Rhamondre Stevenson,RB,2022,1,56,NE,4.0,0,0,0,0,0,0,8,25,0,0,2,2,0,0,0,0,5.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,Jeffery Wilson,RB,2022,1,57,SF,4.0,0,0,0,0,0,0,9,22,0,0,2,8,0,0,0,0,5.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,Alexander Mattison,RB,2022,1,58,MIN,3.0,0,0,0,0,0,0,8,36,0,0,0,0,0,0,0,0,3.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,Raheem Mostert,RB,2022,1,59,MIA,3.0,0,0,0,0,0,0,5,16,0,0,1,16,0,0,0,0,3.5,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,Tony Pollard,RB,2022,1,60,DAL,3.0,0,0,0,0,0,0,6,8,0,0,2,14,0,0,0,0,4.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,Rachaad White,RB,2022,1,61,TB,3.0,0,0,0,0,0,0,6,14,0,0,2,7,0,0,0,0,4.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,Matt Breida,RB,2022,1,62,NYG,2.0,0,0,0,0,0,0,5,24,0,0,0,0,0,0,0,0,2.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,Justice Hill,RB,2022,1,63,BAL,2.0,0,0,0,0,0,0,2,4,0,0,2,7,0,0,0,0,3.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,Mark Ingram,RB,2022,1,64,NO,2.0,0,0,0,0,0,0,4,22,0,0,1,1,0,0,1,0,2.5,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,Mike Boone,RB,2022,1,65,DEN,1.0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1.5,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,Mike Davis,RB,2022,1,66,BAL,1.0,0,0,0,0,0,0,2,11,0,0,0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,Troy Hairston,RB,2022,1,67,HOU,1.0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,1.5,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,C.J. Ham,RB,2022,1,68,MIN,1.0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,1.5,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,Alec Ingold,RB,2022,1,69,MIA,1.0,0,0,0,0,0,0,1,2,0,0,1,8,0,0,0,0,1.5,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,Jakob Johnson,RB,2022,1,70,LV,1.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.5,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,Sony Michel,RB,2022,1,71,LAC,1.0,0,0,0,0,0,0,7,12,0,0,0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,Patrick Ricard,RB,2022,1,72,BAL,1.0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,1.5,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,Avery Williams,RB,2022,1,73,ATL,1.0,0,0,0,0,0,0,2,7,0,0,1,8,0,0,0,0,1.5,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,Cam Akers,RB,2022,1,74,LA,0.0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,D'Onta Foreman,RB,2022,1,75,CAR,0.0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,Travis Homer,RB,2022,1,76,SEA,0.0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,Chuba Hubbard,RB,2022,1,77,CAR,0.0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,Jaylen Warren,RB,2022,1,78,PIT,0.0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,Damien Williams,RB,2022,1,79,ATL,0.0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,James Cook,RB,2022,1,80,BUF,-1.0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,Justin Jefferson,WR,2022,1,1,MIN,39.0,0,0,0,0,0,0,0,0,0,0,9,184,2,0,0,0,43.5,48.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,Cooper Kupp,WR,2022,1,2,LA,31.0,0,0,0,0,0,0,0,0,0,0,13,128,1,0,0,0,37.5,44.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,Davante Adams,WR,2022,1,3,LV,30.0,0,0,0,0,0,0,0,0,0,0,10,141,1,0,0,0,35.0,40.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,Ja'Marr Chase,WR,2022,1,4,CIN,28.0,0,0,0,0,0,0,0,0,0,0,10,129,1,0,0,0,33.0,38.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,Michael Pittman,WR,2022,1,5,IND,27.0,0,0,0,0,0,0,0,0,0,0,9,121,1,0,0,0,31.5,36.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,Stefon Diggs,WR,2022,1,6,BUF,26.0,0,0,0,0,0,0,0,0,0,0,8,122,1,0,0,0,30.0,34.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,A.J. Brown,WR,2022,1,7,PHI,25.0,0,0,0,0,0,0,0,0,0,0,10,155,0,0,0,0,30.0,35.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,Michael Thomas,WR,2022,1,8,NO,22.0,0,0,0,0,0,0,0,0,0,0,5,57,2,0,0,0,24.5,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,Robby Anderson,WR,2022,1,9,CLE,21.0,0,0,0,0,0,0,0,0,0,0,5,102,1,0,0,0,23.5,26.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,Devin Duvernay,WR,2022,1,10,BAL,21.0,0,0,0,0,0,0,0,0,0,0,4,54,2,0,0,0,23.0,25.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,Jerry Jeudy,WR,2022,1,11,DEN,20.0,0,0,0,0,0,0,0,0,0,0,4,102,1,0,0,0,22.0,24.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,Amon-Ra St. Brown,WR,2022,1,12,DET,20.0,0,0,0,0,0,0,0,0,0,0,8,64,1,0,0,0,24.0,28.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,Jahan Dotson,WR,2022,1,13,WAS,19.0,0,0,0,0,0,0,1,-10,0,0,3,40,2,0,0,0,20.5,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,Curtis Samuel,WR,2022,1,14,WAS,19.0,0,0,0,0,0,0,4,17,0,0,8,55,1,0,1,0,23.0,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,Gabriel Davis,WR,2022,1,15,BUF,18.0,0,0,0,0,0,0,0,0,0,0,4,88,1,0,0,0,20.0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,Mike Evans,WR,2022,1,16,TB,18.0,0,0,0,0,0,0,0,0,0,0,5,71,1,0,0,0,20.5,23.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,Jarvis Landry,WR,2022,1,17,NO,18.0,0,0,0,0,0,0,0,0,0,0,7,114,0,0,0,0,21.5,25.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,Tyreek Hill,WR,2022,1,18,MIA,17.0,0,0,0,0,0,0,1,6,0,0,8,94,0,0,0,0,21.0,25.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,Christian Kirk,WR,2022,1,19,JAX,17.0,0,0,0,0,0,0,0,0,0,0,6,117,0,0,0,0,20.0,23.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,Jaylen Waddle,WR,2022,1,20,MIA,16.0,0,0,0,0,0,0,1,8,0,0,4,69,1,0,0,0,18.0,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,DeAndre Carter,WR,2022,1,21,LAC,15.0,0,0,0,0,0,0,0,0,0,0,3,64,1,0,0,0,16.5,18.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
